Tweets,tweet_date,User_location,Clean_tweets,Sentiment,hours,date,location,point,latitude,longitude,altitude
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Versova_Vidhansabha who areÂ",2020-05-27 18:29:27,,volunt distribut essenti groceri packet #sanitari pad needi peopl #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @payalmehta100: Here is how doctors and nurses of Sion Hospital in Mumbai clap for a 36 day old baby who recovers from #Covid_19 
#HopeÂ",2020-05-27 18:29:26,"New Delhi, India",here doctor nurs sion hospit mumbai clap babi recov #covid #hope,Neutral,18.0,2020-05-27,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0.0
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Ward_61 #Versova_VidhansabhaÂ",2020-05-27 18:29:22,,volunt distribut essenti groceri packet #sanitari pad needi peopl #ward #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Ward_61 #Versova_VidhansabhaÂ",2020-05-27 18:29:18,,volunt distribut essenti groceri packet #sanitari pad needi peopl #ward #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @ShelarAshish: Nearly 2000 migrant workers of Vandre ( west ) assembly, departed yesterday from Bandra terminus for their native placesÂ",2020-05-27 18:29:06,"Mumbai, India",nearli migrant worker vandr west assembl depart yesterday bandra terminu nativ place,Neutral,18.0,2020-05-27,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0.0
"RT @PIBMumbai: ""A Thing of Beauty is a Joy Forever""

36-day-old baby at Sion Hospital, Mumbai recovers from #COVID19 ????

Kudos to the doctoÂ",2020-05-27 18:29:02,,thing beauti forev babi sion hospit mumbai recov #covid kudo docto,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @CharuPragya: In this burning heat, itÂs most important to keep our #CoronaWarriors hydrated.

Sending off water, juice, ORS &amp; Vitamin CÂ",2020-05-27 18:28:42,,burn heat import keep #coronawarrior hydrat send water juic vitamin,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @Sowmyareddyr: Distributed #Rationkits to the residents of Marenahalli Kere and surrounding areas at Sri Chamundeshwari playground,PattaÂ",2020-05-27 18:28:10,"Nagpur, India",distribut #rationkit resid marenah kere surround area chamundeshwari playground patta,Neutral,18.0,2020-05-27,"Nagpur, Nagpur Urban Taluka, Nagpur District, Maharashtra, 440001, India","(21.1498134, 79.0820556, 0.0)",21.1498134,79.0820556,0.0
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Ward_61 #Versova_VidhansabhaÂ",2020-05-27 18:27:30,,volunt distribut essenti groceri packet #sanitari pad needi peopl #ward #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:27:19,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Distributing #Sanitary_Pads,to Daughters of Versova  in #Versova_Vidhansabha who are highly impacted durÂ",2020-05-27 18:27:15,,volunt distribut #sanitari pad daughter versova #versova vidhansabha highli impact,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",2020-05-27 18:27:00,India,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:26:59,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:26:57,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:26:55,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:26:48,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Organised 4 Buses From Versova Constituency  to Thiruvannamalai District, Tamil Nadu Native Place of  Migrant Workers,Â",2020-05-27 18:26:44,,organis buse from versova constitu thiruvannamalai district tamil nadu nativ place migrant worker,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

??FAQs on Personal Protective Equipment (#PPE) 

Get a brief on: 

??What is PPE?
??Components ofÂ",2020-05-27 18:26:31,,#indiafightscorona faq person protect equip #ppe brief what compon,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Organised 4 Buses From Versova Constituency  to Thiruvannamalai District, Tamil Nadu Native Place of  Migrant Workers,Â",2020-05-27 18:26:24,,organis buse from versova constitu thiruvannamalai district tamil nadu nativ place migrant worker,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:26:23,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:26:20,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:26:18,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Distributing #Sanitary_Pads,to Daughters of Versova  in #Versova_Vidhansabha who are highly impacted durÂ",2020-05-27 18:26:16,,volunt distribut #sanitari pad daughter versova #versova vidhansabha highli impact,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Ward_61 #Versova_VidhansabhaÂ",2020-05-27 18:26:13,,volunt distribut essenti groceri packet #sanitari pad needi peopl #ward #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
@GautamGambhir Kudos to u n ur team  @GautamGambhir just like cricket u r playing a unbeatable inning here also. #IndiaFightsCorona,2020-05-27 18:26:12,India,kudo team like cricket play unbeat inning also #indiafightscorona,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:26:11,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @mygovindia: Here's how India is working towards fighting against the impact of COVID-19. #IndiaFightsCorona https://t.co/r4SQQzwAfs,2020-05-27 18:26:05,PUNE,here india work toward fight impact covid #indiafightscorona http sqqzwaf,Neutral,18.0,2020-05-27,"Pune, Pune City, Pune District, Maharashtra, 411001, India","(18.521428, 73.8544541, 0.0)",18.521428,73.8544541,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:26:05,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:25:50,"Dharwad, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,"Dharwad, Dharawada taluku, Dharwad district, Karnataka, 580001, India","(15.4540505, 75.0066516, 0.0)",15.4540505,75.0066516,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:25:49,Nakhatrana Kutch-Gujarat,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,"નખત્રાણા, Nakhatrana Taluka, Kutch District, Gujarat, 370615, India","(23.3495267, 69.2653851, 0.0)",23.3495267,69.2653851,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:25:45,"Mundra, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,"Mundra Taluka, Kutch District, Gujarat, India","(22.88578555, 69.73048311398547, 0.0)",22.88578555,69.73048311398547,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:39,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Versova_Vidhansabha who areÂ",2020-05-27 18:25:34,,volunt distribut essenti groceri packet #sanitari pad needi peopl #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Ward_61 #Versova_VidhansabhaÂ",2020-05-27 18:25:32,,volunt distribut essenti groceri packet #sanitari pad needi peopl #ward #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Ward_61 #Versova_VidhansabhaÂ",2020-05-27 18:25:30,,volunt distribut essenti groceri packet #sanitari pad needi peopl #ward #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:27,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @payalmehta100: Here is how doctors and nurses of Sion Hospital in Mumbai clap for a 36 day old baby who recovers from #Covid_19 
#HopeÂ",2020-05-27 18:25:26,,here doctor nurs sion hospit mumbai clap babi recov #covid #hope,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:25,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:23,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:20,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:18,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Ward_61 #Versova_VidhansabhaÂ",2020-05-27 18:25:14,,volunt distribut essenti groceri packet #sanitari pad needi peopl #ward #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @SetuAarogya: Access important documents about Aarogya Setu here
https://t.co/xhbNuZewfq
#IndiaFightsCorona 
#SetuMeraBodyguard",2020-05-27 18:25:13,"Rajkot, India",access import document aarogya setu http xhbnuzewfq #indiafightscorona #setumerabodyguard,Neutral,18.0,2020-05-27,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India","(22.3051991, 70.8028335, 0.0)",22.3051991,70.8028335,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:13,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:25:10,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Versova_Vidhansabha who areÂ",2020-05-27 18:25:10,,volunt distribut essenti groceri packet #sanitari pad needi peopl #versova vidhansabha,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:05,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @SetuAarogya: Aarogya Setu Bug Bounty Program - call upon the developer community to join hands to help make Aarogya Setu more robust anÂ,2020-05-27 18:25:03,"Rajkot, India",aarogya setu bounti program call upon develop commun join hand help make aarogya setu robust,Neutral,18.0,2020-05-27,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India","(22.3051991, 70.8028335, 0.0)",22.3051991,70.8028335,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:02,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:25:00,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:24:55,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:24:51,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @LavekarBharati: Our Volunteers Providing Essential Services By Distributing Food , to Needy in #Versova_Vidhansabha who are highly impaÂ",2020-05-27 18:24:49,,volunt provid essenti servic distribut food needi #versova vidhansabha highli impa,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 19:34:04,Bihar India,sensit natur work send migrant worker back home safe exemplari,Positive,19.0,2020-05-27,"Bihar, India","(25.6440845, 85.906508, 0.0)",25.6440845,85.906508,0.0
"RT @Jb21bh: This is how the Best CM of India,#UddhavThackeray is handling the Covid Crisis in Maharashtra.
#IndiaFightsCorona https://t.co/Â",2020-05-27 19:31:48,,thi best india #uddhavthackeray handl covid crisi maharashtra #indiafightscorona http,Positive,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @poddarajeev2000: As we said many times in our insta live .. when all of this is over the world is not going to be the same again...????..Â,2020-05-27 19:17:47,,said mani time insta live world go,Positive,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @assampolice: Have you washed your Hands? 

Clean hands can protect us from #CoronaVirus. 

Wash your hands regularly with soap and wateÂ",2020-05-27 19:10:44,Dhemaji Assam India,have wash hand clean hand protect #coronaviru wash hand regularli soap wate,Positive,19.0,2020-05-27,"Dhemaji, Assam, 787057, India","(27.466831499999998, 94.51786508708852, 0.0)",27.466831499999998,94.51786508708852,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 19:06:23,,sensit natur work send migrant worker back home safe exemplari,Positive,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @ajaydevgn: The sensitive nature of the work that you are doing with sending migrant workers back to their homes safely is exemplary. MoÂ,2020-05-27 19:05:25,,sensit natur work send migrant worker back home safe exemplari,Positive,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @SonuSood: So proud of our Maharashtra Police ??????

#IndiaFightsCorona @CMOMaharashtra @AnilDeshmukhNCP @DGPMaharashtra @MumbaiPolice httÂ",2020-05-27 19:04:36,"Bisha, Kingdom of Saudi Arabia",proud maharashtra polic #indiafightscorona,Positive,19.0,2020-05-27,"Bisha Domestic Airport;بشة, Baggage Collection, بيشة, منطقة بيشة, منطقة عسير, Saudi Arabia / السعودية","(19.9874193, 42.623489, 0.0)",19.9874193,42.623489,0.0
"RT @MichaelDabhi: Good News!!

According to a report by @WHO, IndiaÂs Death per lakh population is amongst the lowest in the world. SalutinÂ",2020-05-27 19:03:21,"Gujarat, India",good news accord report india death lakh popul amongst lowest world salutin,Positive,19.0,2020-05-27,"Gujarat, India","(22.41540825, 72.03149703699282, 0.0)",22.41540825,72.03149703699282,0.0
"RT @CharuPragya: My heartfelt gratitude to the entire police force and administration working day &amp; night as #IndiaFightsCorona.

Rarely anÂ",2020-05-27 19:02:07,,heartfelt gratitud entir polic forc administr work night #indiafightscorona rare,Positive,19.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @USAID_NISHTHA: Stay physically apart but  socially-connected! 

@USAID_NISHTHA is supporting @MoHFW_INDIA &amp; 12 states across India in dÂ",2020-05-27 18:59:08,,stay physic apart social connect support state across india,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @Suriya_offl: Let's all stay home and stay safe??
#IndiaFightsCorona

@Vijayabaskarofl @TNDeptofHealth @MoHFW_INDIA https://t.co/q2BuBYDvÂ",2020-05-27 18:56:45,,stay home stay safe #indiafightscorona http bubydv,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @PRK_Trends: Be Home n Be Safe @PuneethRajkumar #IndiaFightsCorona https://t.co/rjionV8WGo,2020-05-27 18:55:45,,home safe #indiafightscorona http rjionv,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @InfoGujarat: ?? ?? ?? ????, 
???? ???? ????? ?

Distance of two yard,
Keeps you away from covid ward. 

Protect yourself and your lovedÂ",2020-05-27 18:53:49,,distanc yard keep away covid ward protect love,Positive,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
